GeneID1	GeneID2
ENSG00000138018	V3C99_003914
ENSG00000138029	V3C99_002456
ENSG00000138079	V3C99_009916
ENSG00000138079	V3C99_011790
ENSG00000138363	V3C99_008957
ENSG00000138398	V3C99_006211
ENSG00000138411	V3C99_003065
ENSG00000138413	V3C99_008366
ENSG00000138449	V3C99_015995
ENSG00000138449	V3C99_017246
ENSG00000138604	V3C99_002445
ENSG00000138621	V3C99_016644
ENSG00000138653	V3C99_007526
ENSG00000138750	V3C99_009242
ENSG00000138772	V3C99_000152
ENSG00000138772	V3C99_000153
ENSG00000138777	V3C99_010158
ENSG00000138796	V3C99_018939
ENSG00000138801	V3C99_009343
ENSG00000138821	V3C99_006590
ENSG00000138942	V3C99_000156
ENSG00000139133	V3C99_003241
ENSG00000139155	V3C99_014582
ENSG00000139180	V3C99_001956
ENSG00000139344	V3C99_001595
ENSG00000139428	V3C99_001528
ENSG00000139433	V3C99_001404
ENSG00000139505	V3C99_007982
ENSG00000139514	V3C99_013404
ENSG00000139531	V3C99_007944
ENSG00000139547	V3C99_015840
ENSG00000139684	V3C99_005504
ENSG00000139914	V3C99_005029
ENSG00000139988	V3C99_015458
ENSG00000140199	V3C99_009272
ENSG00000140263	V3C99_016930
ENSG00000140279	V3C99_002766
ENSG00000140279	V3C99_002767
ENSG00000140367	V3C99_006388
ENSG00000140374	V3C99_003425
ENSG00000140459	V3C99_012602
ENSG00000140505	V3C99_012815
ENSG00000140505	V3C99_013232
ENSG00000140505	V3C99_013894
ENSG00000140505	V3C99_015041
ENSG00000140519	V3C99_014399
ENSG00000140521	V3C99_010862
ENSG00000140598	V3C99_004729
ENSG00000140598	V3C99_004735
ENSG00000140650	V3C99_006958
ENSG00000140740	V3C99_019038
ENSG00000140905	V3C99_004756
ENSG00000141279	V3C99_004366
ENSG00000141401	V3C99_006129
ENSG00000141429	V3C99_002467
ENSG00000141446	V3C99_002824
ENSG00000141458	V3C99_019077
ENSG00000141485	V3C99_002346
ENSG00000141485	V3C99_002695
ENSG00000141485	V3C99_010057
ENSG00000141504	V3C99_002838
ENSG00000141526	V3C99_014960
ENSG00000141526	V3C99_014962
ENSG00000141552	V3C99_006593
ENSG00000141560	V3C99_007477
ENSG00000141698	V3C99_005535
ENSG00000141744	V3C99_000078
ENSG00000141744	V3C99_002738
ENSG00000141959	V3C99_017204
ENSG00000142168	V3C99_012721
ENSG00000142657	V3C99_007329
ENSG00000142892	V3C99_002506
ENSG00000143149	V3C99_001141
ENSG00000143153	V3C99_017689
ENSG00000143158	V3C99_006396
ENSG00000143158	V3C99_006397
ENSG00000143179	V3C99_015901
ENSG00000143179	V3C99_015902
ENSG00000143252	V3C99_000883
ENSG00000143315	V3C99_011275
ENSG00000143324	V3C99_001264
ENSG00000143324	V3C99_001270
ENSG00000143398	V3C99_004077
ENSG00000143418	V3C99_007732
ENSG00000143418	V3C99_018949
ENSG00000143515	V3C99_008684
ENSG00000143552	V3C99_005844
ENSG00000143570	V3C99_004675
ENSG00000143595	V3C99_013343
ENSG00000143595	V3C99_015059
ENSG00000143595	V3C99_015362
ENSG00000143595	V3C99_018763
ENSG00000143627	V3C99_004969
ENSG00000143627	V3C99_004970
ENSG00000143627	V3C99_004974
ENSG00000143641	V3C99_015549
ENSG00000143653	V3C99_016537
ENSG00000143753	V3C99_010437
ENSG00000143774	V3C99_006308
ENSG00000143799	V3C99_015302
ENSG00000143870	V3C99_005783
ENSG00000143891	V3C99_013794
ENSG00000143933	V3C99_016974
ENSG00000144136	V3C99_007762
ENSG00000144182	V3C99_001885
ENSG00000144182	V3C99_001902
ENSG00000144231	V3C99_012261
ENSG00000144278	V3C99_002467
ENSG00000144285	V3C99_017154
ENSG00000144290	V3C99_004763
ENSG00000144357	V3C99_011646
ENSG00000144741	V3C99_001800
ENSG00000144744	V3C99_002542
ENSG00000144908	V3C99_009801
ENSG00000145020	V3C99_014438
ENSG00000145214	V3C99_018886
ENSG00000145217	V3C99_004142
ENSG00000145217	V3C99_009264
ENSG00000145217	V3C99_010285
ENSG00000145217	V3C99_017215
ENSG00000145217	V3C99_019087
ENSG00000145284	V3C99_007524
ENSG00000145284	V3C99_007782
ENSG00000145293	V3C99_008368
ENSG00000145476	V3C99_013139
ENSG00000145494	V3C99_006374
ENSG00000145495	V3C99_005056
ENSG00000145545	V3C99_003103
ENSG00000145675	V3C99_004686
ENSG00000145725	V3C99_003243
ENSG00000146070	V3C99_015300
ENSG00000146085	V3C99_002457
ENSG00000146151	V3C99_018973
ENSG00000146701	V3C99_000087
ENSG00000146733	V3C99_007208
ENSG00000147160	V3C99_004060
ENSG00000147160	V3C99_004062
ENSG00000147160	V3C99_004067
ENSG00000147162	V3C99_001174
ENSG00000147224	V3C99_002320
ENSG00000147416	V3C99_008328
ENSG00000147454	V3C99_013063
ENSG00000147465	V3C99_005284
ENSG00000147576	V3C99_016776
ENSG00000147606	V3C99_017215
ENSG00000147647	V3C99_009811
ENSG00000147669	V3C99_012739
ENSG00000147684	V3C99_005034
ENSG00000147813	V3C99_008956
ENSG00000148090	V3C99_008624
ENSG00000148154	V3C99_012481
ENSG00000148229	V3C99_000888
ENSG00000148334	V3C99_018914
ENSG00000148377	V3C99_001032
ENSG00000148459	V3C99_003476
ENSG00000148459	V3C99_003487
ENSG00000148606	V3C99_000596
ENSG00000148606	V3C99_018691
ENSG00000148634	V3C99_003715
ENSG00000148672	V3C99_009365
ENSG00000148834	V3C99_001285
ENSG00000148834	V3C99_002273
ENSG00000148942	V3C99_009171
ENSG00000149084	V3C99_001435
ENSG00000149089	V3C99_017648
ENSG00000149313	V3C99_014698
ENSG00000149476	V3C99_015149
ENSG00000149485	V3C99_008394
ENSG00000149485	V3C99_010365
ENSG00000149541	V3C99_011863
ENSG00000149925	V3C99_002102
ENSG00000149925	V3C99_002103
ENSG00000149925	V3C99_002104
ENSG00000149925	V3C99_002108
ENSG00000149925	V3C99_002428
ENSG00000150712	V3C99_004950
ENSG00000150768	V3C99_015236
ENSG00000150787	V3C99_003228
ENSG00000150867	V3C99_001129
ENSG00000151093	V3C99_004091
ENSG00000151148	V3C99_002337
ENSG00000151151	V3C99_008794
ENSG00000151224	V3C99_009119
ENSG00000151229	V3C99_009945
ENSG00000151376	V3C99_010853
ENSG00000151498	V3C99_011767
ENSG00000151552	V3C99_013209
ENSG00000151611	V3C99_012774
ENSG00000151726	V3C99_008910
ENSG00000151729	V3C99_001284
ENSG00000151790	V3C99_002432
ENSG00000152127	V3C99_005916
ENSG00000152234	V3C99_003864
ENSG00000152256	V3C99_002895
ENSG00000152465	V3C99_002024
ENSG00000152556	V3C99_017204
ENSG00000152642	V3C99_001494
ENSG00000152642	V3C99_001557
ENSG00000152683	V3C99_001635
ENSG00000152904	V3C99_008853
ENSG00000152952	V3C99_013298
ENSG00000153086	V3C99_002105
ENSG00000153086	V3C99_002109
ENSG00000153253	V3C99_007763
ENSG00000153253	V3C99_017154
ENSG00000153253	V3C99_017226
ENSG00000153291	V3C99_015161
ENSG00000153574	V3C99_002802
ENSG00000153786	V3C99_005073
ENSG00000153904	V3C99_017328
ENSG00000153933	V3C99_017350
ENSG00000153936	V3C99_019170
ENSG00000153976	V3C99_009590
ENSG00000153976	V3C99_010200
ENSG00000154227	V3C99_007732
ENSG00000154227	V3C99_018949
ENSG00000154678	V3C99_004043
ENSG00000155016	V3C99_012815
ENSG00000155016	V3C99_013232
ENSG00000155016	V3C99_013894
ENSG00000155016	V3C99_015041
ENSG00000155016	V3C99_015153
ENSG00000155097	V3C99_006956
ENSG00000155099	V3C99_001429
ENSG00000155189	V3C99_003853
ENSG00000155252	V3C99_017569
ENSG00000155287	V3C99_013063
ENSG00000155368	V3C99_005162
ENSG00000155465	V3C99_004581
ENSG00000155561	V3C99_012661
ENSG00000155660	V3C99_002761
ENSG00000155827	V3C99_001850
ENSG00000155850	V3C99_004142
ENSG00000155850	V3C99_009264
ENSG00000155850	V3C99_010285
ENSG00000155850	V3C99_017215
ENSG00000155850	V3C99_019087
ENSG00000155893	V3C99_013194
ENSG00000156096	V3C99_012650
ENSG00000156096	V3C99_012940
ENSG00000156096	V3C99_012941
ENSG00000156110	V3C99_010370
ENSG00000156222	V3C99_013328
ENSG00000156471	V3C99_008106
ENSG00000156508	V3C99_002383
ENSG00000156508	V3C99_003627
ENSG00000156508	V3C99_013433
ENSG00000156599	V3C99_000226
ENSG00000156795	V3C99_005681
ENSG00000156885	V3C99_001452
ENSG00000156885	V3C99_001454
ENSG00000156885	V3C99_001456
ENSG00000156958	V3C99_004397
ENSG00000157020	V3C99_008532
ENSG00000157087	V3C99_007945
ENSG00000157087	V3C99_009911
ENSG00000157103	V3C99_007281
ENSG00000157326	V3C99_007878
ENSG00000157349	V3C99_011694
ENSG00000157353	V3C99_012893
ENSG00000157881	V3C99_017492
ENSG00000158006	V3C99_015300
ENSG00000158008	V3C99_011950
ENSG00000158104	V3C99_004891
ENSG00000158104	V3C99_005260
ENSG00000158125	V3C99_007776
ENSG00000158296	V3C99_002346
ENSG00000158296	V3C99_002695
ENSG00000158296	V3C99_010057
ENSG00000158516	V3C99_003539
ENSG00000158516	V3C99_003985
ENSG00000158525	V3C99_003539
ENSG00000158525	V3C99_003985
ENSG00000158571	V3C99_005434
ENSG00000158571	V3C99_007244
ENSG00000158623	V3C99_009340
ENSG00000158669	V3C99_017416
ENSG00000158825	V3C99_000351
ENSG00000158825	V3C99_005426
ENSG00000158864	V3C99_017241
ENSG00000159063	V3C99_013592
ENSG00000159131	V3C99_008702
ENSG00000159398	V3C99_002470
ENSG00000159398	V3C99_002471
ENSG00000159423	V3C99_012772
ENSG00000159593	V3C99_001529
ENSG00000159640	V3C99_017307
ENSG00000159720	V3C99_004289
ENSG00000160014	V3C99_016974
ENSG00000160087	V3C99_013070
ENSG00000160179	V3C99_002758
ENSG00000160179	V3C99_002790
ENSG00000160179	V3C99_002996
ENSG00000160179	V3C99_008229
ENSG00000160190	V3C99_009799
ENSG00000160209	V3C99_003608
ENSG00000160211	V3C99_006666
ENSG00000160439	V3C99_015458
ENSG00000160471	V3C99_000381
ENSG00000160688	V3C99_013147
ENSG00000160714	V3C99_006388
ENSG00000160752	V3C99_004842
ENSG00000160868	V3C99_008127
ENSG00000160870	V3C99_008127
ENSG00000160882	V3C99_012602
ENSG00000161013	V3C99_013858
ENSG00000161217	V3C99_005448
ENSG00000161513	V3C99_009328
ENSG00000161533	V3C99_004769
ENSG00000161714	V3C99_008632
ENSG00000161980	V3C99_001401
ENSG00000162040	V3C99_009590
ENSG00000162040	V3C99_010200
ENSG00000162066	V3C99_003090
ENSG00000162104	V3C99_002756
ENSG00000162298	V3C99_016168
ENSG00000162368	V3C99_013510
ENSG00000162408	V3C99_008847
ENSG00000162551	V3C99_008215
ENSG00000162813	V3C99_012859
ENSG00000162882	V3C99_013905
ENSG00000163002	V3C99_006563
ENSG00000163106	V3C99_008196
ENSG00000163106	V3C99_010488
ENSG00000163106	V3C99_011365
ENSG00000163106	V3C99_011366
ENSG00000163106	V3C99_011368
ENSG00000163106	V3C99_011369
ENSG00000163106	V3C99_011370
ENSG00000163106	V3C99_011371
ENSG00000163106	V3C99_011372
ENSG00000163114	V3C99_013633
ENSG00000163281	V3C99_001028
ENSG00000163283	V3C99_008215
ENSG00000163286	V3C99_008215
ENSG00000163295	V3C99_008215
ENSG00000163344	V3C99_016290
ENSG00000163399	V3C99_015570
ENSG00000163406	V3C99_005060
ENSG00000163481	V3C99_002448
ENSG00000163521	V3C99_008085
ENSG00000163527	V3C99_001596
ENSG00000163541	V3C99_007948
ENSG00000163624	V3C99_009634
ENSG00000163655	V3C99_013359
ENSG00000163754	V3C99_019036
ENSG00000163812	V3C99_005073
ENSG00000163817	V3C99_017463
ENSG00000163864	V3C99_004953
ENSG00000163882	V3C99_001315
ENSG00000163902	V3C99_009481
ENSG00000163931	V3C99_009802
ENSG00000164039	V3C99_003719
ENSG00000164039	V3C99_003720
ENSG00000164039	V3C99_007365
ENSG00000164039	V3C99_007366
ENSG00000164039	V3C99_007367
ENSG00000164089	V3C99_007180
ENSG00000164100	V3C99_007526
ENSG00000164116	V3C99_017982
ENSG00000164134	V3C99_002979
ENSG00000164181	V3C99_008382
ENSG00000164258	V3C99_003835
ENSG00000164303	V3C99_017451
ENSG00000164363	V3C99_017463
ENSG00000164398	V3C99_008910
ENSG00000164405	V3C99_006220
ENSG00000164414	V3C99_002592
ENSG00000164535	V3C99_000186
ENSG00000164574	V3C99_009373
ENSG00000164733	V3C99_014481
ENSG00000164904	V3C99_001712
ENSG00000164933	V3C99_007485
ENSG00000164933	V3C99_007491
ENSG00000164978	V3C99_009208
ENSG00000165078	V3C99_003539
ENSG00000165078	V3C99_003985
ENSG00000165140	V3C99_017303
ENSG00000165140	V3C99_017304
ENSG00000165195	V3C99_010897
ENSG00000165269	V3C99_013343
ENSG00000165269	V3C99_015059
ENSG00000165269	V3C99_015362
ENSG00000165269	V3C99_018763
ENSG00000165272	V3C99_013343
ENSG00000165272	V3C99_015059
ENSG00000165272	V3C99_015362
ENSG00000165272	V3C99_018763
ENSG00000165349	V3C99_011188
ENSG00000165349	V3C99_013404
ENSG00000165475	V3C99_005752
ENSG00000165526	V3C99_002020
ENSG00000165591	V3C99_003194
ENSG00000165591	V3C99_003314
ENSG00000165591	V3C99_003315
ENSG00000165609	V3C99_017371
ENSG00000165629	V3C99_006686
ENSG00000165646	V3C99_017761
ENSG00000165688	V3C99_010184
ENSG00000165688	V3C99_018905
ENSG00000165704	V3C99_006030
ENSG00000165782	V3C99_001429
ENSG00000165996	V3C99_017723
ENSG00000166135	V3C99_002827
ENSG00000166136	V3C99_010815
ENSG00000166165	V3C99_004358
ENSG00000166165	V3C99_019083
ENSG00000166183	V3C99_015056
ENSG00000166224	V3C99_007569
ENSG00000166228	V3C99_005053
ENSG00000166311	V3C99_007502
ENSG00000166391	V3C99_004060
ENSG00000166391	V3C99_004062
ENSG00000166391	V3C99_004065
ENSG00000166391	V3C99_004067
ENSG00000166391	V3C99_013936
ENSG00000166411	V3C99_003135
ENSG00000166507	V3C99_007526
ENSG00000166562	V3C99_006058
ENSG00000166741	V3C99_000078
ENSG00000166741	V3C99_002738
ENSG00000166747	V3C99_005458
ENSG00000166794	V3C99_013029
ENSG00000166816	V3C99_014480
ENSG00000166908	V3C99_001129
ENSG00000166986	V3C99_007422
ENSG00000167004	V3C99_004363
ENSG00000167165	V3C99_007068
ENSG00000167165	V3C99_007540
ENSG00000167186	V3C99_001636
ENSG00000167280	V3C99_002728
ENSG00000167306	V3C99_015297
ENSG00000167315	V3C99_000507
ENSG00000167325	V3C99_000041
ENSG00000167363	V3C99_007477
ENSG00000167397	V3C99_002559
ENSG00000167397	V3C99_002562
ENSG00000167508	V3C99_010855
ENSG00000167588	V3C99_001494
ENSG00000167588	V3C99_001557
ENSG00000167658	V3C99_004975
ENSG00000167699	V3C99_001757
ENSG00000167701	V3C99_005702
ENSG00000167701	V3C99_005703
ENSG00000167720	V3C99_005401
ENSG00000167769	V3C99_001490
ENSG00000167780	V3C99_004758
ENSG00000167792	V3C99_019117
ENSG00000167815	V3C99_016051
ENSG00000167862	V3C99_003049
ENSG00000167889	V3C99_005916
ENSG00000167900	V3C99_004250
ENSG00000167900	V3C99_007351
ENSG00000167972	V3C99_000981
ENSG00000167996	V3C99_006284
ENSG00000168002	V3C99_006059
ENSG00000168237	V3C99_002840
ENSG00000168282	V3C99_006797
ENSG00000168291	V3C99_008217
ENSG00000168350	V3C99_010437
ENSG00000168356	V3C99_007763
ENSG00000168356	V3C99_017226
ENSG00000168393	V3C99_010977
ENSG00000168411	V3C99_004044
ENSG00000168487	V3C99_009500
ENSG00000168522	V3C99_008457
ENSG00000168575	V3C99_007762
ENSG00000168827	V3C99_013941
ENSG00000168906	V3C99_009119
ENSG00000169021	V3C99_009999
ENSG00000169021	V3C99_010000
ENSG00000169255	V3C99_014280
ENSG00000169255	V3C99_014509
ENSG00000169299	V3C99_000120
ENSG00000169359	V3C99_013341
ENSG00000169418	V3C99_006084
ENSG00000169432	V3C99_007763
ENSG00000169432	V3C99_017154
ENSG00000169432	V3C99_017226
ENSG00000169692	V3C99_004335
ENSG00000169710	V3C99_017408
ENSG00000169738	V3C99_014409
ENSG00000169764	V3C99_000456
ENSG00000169902	V3C99_002259
ENSG00000169919	V3C99_003803
ENSG00000170266	V3C99_008085
ENSG00000170271	V3C99_008506
ENSG00000170364	V3C99_000621
ENSG00000170364	V3C99_003394
ENSG00000170364	V3C99_010180
ENSG00000170385	V3C99_007007
ENSG00000170426	V3C99_015840
ENSG00000170430	V3C99_009320
ENSG00000170445	V3C99_009250
ENSG00000170482	V3C99_009746
ENSG00000170482	V3C99_015086
ENSG00000170522	V3C99_007688
ENSG00000170525	V3C99_005434
ENSG00000170525	V3C99_007244
ENSG00000170734	V3C99_001552
ENSG00000170881	V3C99_005516
ENSG00000170890	V3C99_013268
ENSG00000170890	V3C99_013269
ENSG00000170950	V3C99_018967
ENSG00000171234	V3C99_012650
ENSG00000171234	V3C99_012940
ENSG00000171234	V3C99_012941
ENSG00000171302	V3C99_002598
ENSG00000171302	V3C99_017760
ENSG00000171320	V3C99_002824
ENSG00000171453	V3C99_014325
ENSG00000171503	V3C99_001244
ENSG00000171759	V3C99_010648
ENSG00000171848	V3C99_001910
ENSG00000171960	V3C99_011481
ENSG00000172053	V3C99_008052
ENSG00000172113	V3C99_003714
ENSG00000172197	V3C99_018559
ENSG00000172236	V3C99_002654
ENSG00000172269	V3C99_015223
ENSG00000172292	V3C99_007732
ENSG00000172318	V3C99_002188
ENSG00000172339	V3C99_016511
ENSG00000172340	V3C99_009232
ENSG00000172482	V3C99_010684
ENSG00000172831	V3C99_002471
ENSG00000172890	V3C99_007681
ENSG00000172977	V3C99_010406
ENSG00000173020	V3C99_001303
ENSG00000173085	V3C99_001347
ENSG00000173175	V3C99_002110
ENSG00000173208	V3C99_010006
ENSG00000173221	V3C99_005585
ENSG00000173221	V3C99_005586
ENSG00000173221	V3C99_005591
ENSG00000173262	V3C99_013639
ENSG00000173262	V3C99_013640
ENSG00000173262	V3C99_013641
ENSG00000173281	V3C99_017456
ENSG00000173418	V3C99_016773
ENSG00000173486	V3C99_009160
ENSG00000173540	V3C99_009369
ENSG00000173598	V3C99_005914
ENSG00000173599	V3C99_011705
ENSG00000173599	V3C99_015200
ENSG00000173610	V3C99_007068
ENSG00000173610	V3C99_007540
ENSG00000173614	V3C99_004953
ENSG00000173660	V3C99_015521
ENSG00000174080	V3C99_015869
ENSG00000174233	V3C99_002110
ENSG00000174358	V3C99_017463
ENSG00000174437	V3C99_003031
ENSG00000174473	V3C99_009373
ENSG00000174502	V3C99_004142
ENSG00000174502	V3C99_009264
ENSG00000174502	V3C99_010285
ENSG00000174502	V3C99_017215
ENSG00000174502	V3C99_019087
ENSG00000174607	V3C99_007540
ENSG00000174684	V3C99_010049
ENSG00000175048	V3C99_003736
ENSG00000175198	V3C99_012882
ENSG00000175283	V3C99_002944
ENSG00000175309	V3C99_007180
ENSG00000175548	V3C99_003241
ENSG00000175711	V3C99_006128
ENSG00000175931	V3C99_001249
ENSG00000176022	V3C99_013071
ENSG00000176095	V3C99_004172
ENSG00000176890	V3C99_006240
ENSG00000176974	V3C99_001245
ENSG00000177000	V3C99_011690
ENSG00000177076	V3C99_001490
ENSG00000177084	V3C99_006198
ENSG00000177156	V3C99_009213
ENSG00000177192	V3C99_009671
ENSG00000177239	V3C99_002018
ENSG00000177465	V3C99_017659
ENSG00000177542	V3C99_017147
ENSG00000177628	V3C99_007956
ENSG00000177628	V3C99_009070
ENSG00000177666	V3C99_000993
ENSG00000177700	V3C99_004108
ENSG00000177889	V3C99_006615
ENSG00000178035	V3C99_009482
ENSG00000178127	V3C99_008877
ENSG00000178234	V3C99_002443
ENSG00000178445	V3C99_010736
ENSG00000178537	V3C99_009636
ENSG00000178700	V3C99_003357
ENSG00000178741	V3C99_002924
ENSG00000178773	V3C99_009637
ENSG00000178773	V3C99_009645
ENSG00000178802	V3C99_015637
ENSG00000178814	V3C99_009167
ENSG00000178921	V3C99_000006
ENSG00000178922	V3C99_000989
ENSG00000178952	V3C99_001006
ENSG00000179091	V3C99_003886
ENSG00000179115	V3C99_001710
ENSG00000179142	V3C99_012602
ENSG00000179163	V3C99_017557
ENSG00000179520	V3C99_001342
ENSG00000179761	V3C99_017320
ENSG00000179918	V3C99_009248
ENSG00000180185	V3C99_008245
ENSG00000180549	V3C99_019188
ENSG00000180773	V3C99_000117
ENSG00000180817	V3C99_010158
ENSG00000181035	V3C99_003138
ENSG00000181192	V3C99_015252
ENSG00000181222	V3C99_004806
ENSG00000181789	V3C99_009340
ENSG00000181804	V3C99_017331
ENSG00000181830	V3C99_008136
ENSG00000181856	V3C99_013639
ENSG00000181856	V3C99_013640
ENSG00000181856	V3C99_013641
ENSG00000181867	V3C99_006284
ENSG00000182054	V3C99_019171
ENSG00000182156	V3C99_007158
ENSG00000182156	V3C99_009936
ENSG00000182156	V3C99_009939
ENSG00000182333	V3C99_000399
ENSG00000182333	V3C99_000401
ENSG00000182333	V3C99_000731
ENSG00000182551	V3C99_013463
ENSG00000182858	V3C99_015632
ENSG00000182890	V3C99_009365
ENSG00000182902	V3C99_017147
ENSG00000183023	V3C99_013989
ENSG00000183032	V3C99_017279
ENSG00000183044	V3C99_008139
ENSG00000183549	V3C99_019068
ENSG00000183665	V3C99_013907
ENSG00000183696	V3C99_000905
ENSG00000183760	V3C99_014279
ENSG00000183778	V3C99_014280
ENSG00000183778	V3C99_014509
ENSG00000183873	V3C99_017154
ENSG00000183955	V3C99_001242
ENSG00000184182	V3C99_005160
ENSG00000184207	V3C99_016270
ENSG00000184207	V3C99_016271
ENSG00000184210	V3C99_004060
ENSG00000184210	V3C99_004062
ENSG00000184210	V3C99_004065
ENSG00000184210	V3C99_004067
ENSG00000184210	V3C99_013936
ENSG00000184227	V3C99_017659
ENSG00000184304	V3C99_015092
ENSG00000184343	V3C99_002769
ENSG00000184381	V3C99_018498
ENSG00000184432	V3C99_010290
ENSG00000184588	V3C99_013385
ENSG00000184752	V3C99_009973
ENSG00000184860	V3C99_010602
ENSG00000185000	V3C99_017008
ENSG00000185100	V3C99_016005
ENSG00000185313	V3C99_007763
ENSG00000185313	V3C99_017226
ENSG00000185420	V3C99_017568
ENSG00000185624	V3C99_017203
ENSG00000185803	V3C99_015768
ENSG00000185803	V3C99_015776
ENSG00000185808	V3C99_013164
ENSG00000185813	V3C99_017156
ENSG00000185883	V3C99_000311
ENSG00000185883	V3C99_000312
ENSG00000185883	V3C99_000789
ENSG00000185883	V3C99_006957
ENSG00000185973	V3C99_013470
ENSG00000186010	V3C99_004492
ENSG00000186104	V3C99_012815
ENSG00000186104	V3C99_013232
ENSG00000186104	V3C99_013894
ENSG00000186104	V3C99_015041
ENSG00000186104	V3C99_015153
ENSG00000186111	V3C99_004077
ENSG00000186141	V3C99_005564
ENSG00000186153	V3C99_013074
ENSG00000186184	V3C99_000124
ENSG00000186334	V3C99_000117
ENSG00000186335	V3C99_000117
ENSG00000186591	V3C99_006613
ENSG00000186792	V3C99_012647
ENSG00000187210	V3C99_014729
ENSG00000187486	V3C99_018950
ENSG00000187555	V3C99_017207
ENSG00000187630	V3C99_007878
ENSG00000187676	V3C99_016414
ENSG00000187714	V3C99_009415
ENSG00000188167	V3C99_017083
ENSG00000188641	V3C99_001992
ENSG00000188921	V3C99_000500
ENSG00000189221	V3C99_013828
ENSG00000196136	V3C99_009305
ENSG00000196136	V3C99_009309
ENSG00000196136	V3C99_009310
ENSG00000196136	V3C99_009312
ENSG00000196136	V3C99_014322
ENSG00000196177	V3C99_014903
ENSG00000196177	V3C99_014905
ENSG00000196262	V3C99_013659
ENSG00000196296	V3C99_003031
ENSG00000196305	V3C99_009162
ENSG00000196368	V3C99_005914
ENSG00000196470	V3C99_008572
ENSG00000196511	V3C99_001117
ENSG00000196620	V3C99_012650
ENSG00000196620	V3C99_012940
ENSG00000196620	V3C99_012941
ENSG00000196839	V3C99_009733
ENSG00000196876	V3C99_007763
ENSG00000196876	V3C99_017154
ENSG00000196876	V3C99_017226
ENSG00000197121	V3C99_013957
ENSG00000197142	V3C99_008910
ENSG00000197217	V3C99_004584
ENSG00000197249	V3C99_009305
ENSG00000197249	V3C99_009309
ENSG00000197249	V3C99_009310
ENSG00000197249	V3C99_009312
ENSG00000197249	V3C99_014322
ENSG00000197253	V3C99_002654
ENSG00000197296	V3C99_005029
ENSG00000197355	V3C99_008668
ENSG00000197416	V3C99_005615
ENSG00000197417	V3C99_001868
ENSG00000197506	V3C99_013328
ENSG00000197563	V3C99_006125
ENSG00000197594	V3C99_000727
ENSG00000197601	V3C99_017662
ENSG00000197713	V3C99_001770
ENSG00000197763	V3C99_009732
ENSG00000197818	V3C99_003299
ENSG00000197858	V3C99_006331
ENSG00000197888	V3C99_012650
ENSG00000197888	V3C99_012940
ENSG00000197888	V3C99_012941
ENSG00000197894	V3C99_015227
ENSG00000197959	V3C99_012725
ENSG00000197977	V3C99_008516
ENSG00000198074	V3C99_000626
ENSG00000198074	V3C99_006736
ENSG00000198074	V3C99_007720
ENSG00000198108	V3C99_003240
ENSG00000198130	V3C99_000787
ENSG00000198162	V3C99_003659
ENSG00000198246	V3C99_006581
ENSG00000198246	V3C99_006620
ENSG00000198246	V3C99_008875
ENSG00000198246	V3C99_017588
ENSG00000198246	V3C99_018903
ENSG00000198276	V3C99_009409
ENSG00000198363	V3C99_017153
ENSG00000198373	V3C99_003577
ENSG00000198380	V3C99_009819
ENSG00000198408	V3C99_012047
ENSG00000198431	V3C99_009732
ENSG00000198650	V3C99_009466
ENSG00000198668	V3C99_016974
ENSG00000198682	V3C99_009343
ENSG00000198704	V3C99_006421
ENSG00000198721	V3C99_013502
ENSG00000198754	V3C99_012644
ENSG00000198805	V3C99_008499
ENSG00000198848	V3C99_014417
ENSG00000198931	V3C99_005082
ENSG00000198951	V3C99_013833
ENSG00000198951	V3C99_019109
ENSG00000203797	V3C99_006169
ENSG00000203797	V3C99_015739
ENSG00000204160	V3C99_003736
ENSG00000204195	V3C99_004060
ENSG00000204195	V3C99_004062
ENSG00000204195	V3C99_004067
ENSG00000204228	V3C99_019223
ENSG00000204310	V3C99_015392
ENSG00000204370	V3C99_011898
ENSG00000204385	V3C99_019111
ENSG00000204394	V3C99_019115
ENSG00000205060	V3C99_006536
ENSG00000205669	V3C99_017659
ENSG00000206190	V3C99_001060
ENSG00000206445	V3C99_005101
ENSG00000206527	V3C99_017723
ENSG00000211445	V3C99_006421
ENSG00000211456	V3C99_003379
ENSG00000213160	V3C99_000755
ENSG00000213160	V3C99_000756
ENSG00000213160	V3C99_000765
ENSG00000213160	V3C99_000952
ENSG00000213160	V3C99_002683
ENSG00000213160	V3C99_005035
ENSG00000213160	V3C99_005078
ENSG00000213160	V3C99_018984
ENSG00000213339	V3C99_009366
ENSG00000213619	V3C99_006399
ENSG00000213722	V3C99_017328
ENSG00000213759	V3C99_012650
ENSG00000213930	V3C99_002881
ENSG00000214160	V3C99_010940
ENSG00000214530	V3C99_000085
ENSG00000218823	V3C99_016419
ENSG00000221968	V3C99_008394
ENSG00000221968	V3C99_010365
ENSG00000223572	V3C99_004358
ENSG00000223572	V3C99_019083
ENSG00000223802	V3C99_005288
ENSG00000224586	V3C99_006421
ENSG00000225697	V3C99_004142
ENSG00000225697	V3C99_009264
ENSG00000225697	V3C99_010285
ENSG00000225697	V3C99_017215
ENSG00000225697	V3C99_019087
ENSG00000227471	V3C99_000626
ENSG00000227471	V3C99_006736
ENSG00000227471	V3C99_007720
ENSG00000228716	V3C99_003357
ENSG00000229937	V3C99_002320
