	Human	Haecon	Lv_support	SupportedBy	Identity	e_val
6339	NP_001336090.1	XGW02108.1	2	['O', 'S']	24.576	1.83e-13
6340	NP_001336090.1	XGW11580.1	2	['S', 'B']	30.052	8.659999999999999e-23
6341	NP_001336090.1	XGW02107.1	2	['O', 'S']	25.322	2.15e-14
6342	NP_001336090.1	XGW11944.1	2	['S', 'B']	25.532	5.83e-13
6343	NP_001336090.1	XGW14323.1	2	['S', 'B']	25.907	3.21e-15
6344	NP_001336090.1	XGW11943.1	2	['S', 'B']	25.532	6.96e-13
6345	NP_001949.1	XGW12769.1	2	['O', 'B']	77.961	0.0
6346	NP_001949.1	XGW12770.1	1	['B']	89.855	1.14e-85
6347	NP_001949.1	XGW19955.1	3	['O', 'S', 'B']	83.843	0.0
6348	NP_001949.1	XGW17742.1	3	['O', 'S', 'B']	84.061	0.0
6349	NP_001191007.1	XGW22612.1	2	['S', 'F']	35.398	1.11e-16
6350	NP_001315579.1	XGW21917.1	3	['O', 'S', 'F']	26.222	3.07e-34
6351	NP_001394111.1	XGW17080.1	2	['S', 'B']	24.933	1.37e-20
6352	NP_001394111.1	XGW10052.1	1	['S']	23.747	7.83e-24
6353	NP_001394111.1	XGW33061.1	2	['O', 'S']	26.822	2.19e-33
6354	NP_001394111.1	XGW06999.1	2	['O', 'S']	23.056	3.0500000000000004e-21
6355	NP_001394111.1	XGW33062.1	2	['O', 'S']	26.822	2.74e-33
6356	NP_001394111.1	XGW06998.1	2	['O', 'S']	23.056	2.33e-21
6357	NP_001394111.1	XGW12993.1	2	['S', 'B']	26.781	2.19e-26
6358	NP_001394111.1	XGW07000.1	1	['S']	25.472	5.82e-22
6359	NP_001394111.1	XGW24449.1	2	['O', 'S']	25.714	3.42e-30
6360	NP_001394111.1	XGW12992.1	2	['S', 'B']	26.781	2.3600000000000002e-26
6361	NP_001394111.1	XGW07001.1	1	['S']	24.843	7.52e-22
6362	NP_001394111.1	XGW24447.1	2	['O', 'S']	25.714	3.79e-30
6363	NP_001394111.1	XGW17079.1	2	['S', 'B']	24.933	1.37e-20
6364	NP_001394111.1	XGW10051.1	1	['S']	23.747	8.159999999999999e-24
6365	NP_001394111.1	XGW19166.1	1	['B']	38.028	8.5e-24
6366	NP_001394111.1	XGW24448.1	2	['O', 'S']	25.714	4.46e-30
6367	NP_001394111.1	XGW02930.1	2	['S', 'B']	24.227	5.6800000000000006e-27
6368	NP_001394111.1	XGW12995.1	1	['B']	0.0	0.0
6369	NP_001394111.1	XGW12994.1	2	['S', 'B']	24.257	3.21e-22
6370	NP_001394111.1	XGW02929.1	3	['O', 'S', 'B']	25.385	2.4700000000000002e-31
6371	NP_001093243.1	XGW11230.1	3	['O', 'S', 'B']	31.198	9.949999999999999e-48
6372	NP_001093243.1	XGW20846.1	1	['S']	25.792	5.7e-14
6373	NP_001093243.1	XGW11231.1	3	['O', 'S', 'B']	31.198	9.949999999999999e-48
6374	NP_001365500.1	XGW29895.1	2	['O', 'S']	58.96	0.0
6375	NP_001365500.1	XGW29896.1	2	['O', 'S']	58.96	0.0
6376	NP_001278890.1	XGW01737.1	1	['S']	30.196	5.23e-25
6377	NP_001278890.1	XGW01731.1	1	['S']	30.196	5.23e-25
6378	NP_001278890.1	XGW01734.1	1	['S']	30.196	5.23e-25
6379	NP_001278890.1	XGW01733.1	1	['S']	30.196	5.23e-25
6380	NP_001278890.1	XGW01738.1	1	['S']	30.196	5.23e-25
6381	NP_001278890.1	XGW01730.1	1	['S']	30.196	5.23e-25
6382	NP_001278890.1	XGW01728.1	1	['S']	30.196	5.23e-25
6383	NP_001278890.1	XGW01736.1	1	['S']	30.196	5.23e-25
6384	NP_001278890.1	XGW01729.1	1	['S']	30.196	5.23e-25
6385	NP_001278890.1	XGW01735.1	1	['S']	30.196	5.23e-25
6386	NP_001278890.1	XGW01732.1	1	['S']	30.196	5.23e-25
6387	NP_001387715.1	XGW08589.1	1	['S']	40.458	4.8100000000000005e-21
6388	NP_001387715.1	XGW08588.1	1	['S']	40.458	4.600000000000001e-21
6389	NP_001338216.1	XGW03161.1	2	['O', 'B']	31.138	2.38e-36
6390	NP_001338216.1	XGW01220.1	1	['B']	25.387	7e-23
6391	NP_001338216.1	XGW03162.1	2	['O', 'B']	31.138	2.38e-36
6392	NP_001338216.1	XGW01216.1	2	['O', 'B']	26.733	7.86e-36
6393	NP_001338216.1	XGW01219.1	1	['B']	25.387	7e-23
6394	NP_001338216.1	XGW03163.1	2	['O', 'B']	29.829	1.2000000000000002e-37
6395	NP_001338216.1	XGW01215.1	2	['O', 'B']	26.733	7.86e-36
6396	NP_001139185.1	XGW01064.1	1	['S']	37.209	2.59e-41
6397	NP_001139185.1	XGW01063.1	1	['S']	37.984	4.5e-45
6398	NP_001139185.1	XGW31488.1	1	['S']	0.0	0.0
6399	NP_001139185.1	XGW31489.1	1	['S']	0.0	0.0
6400	NP_001139185.1	XGW31487.1	1	['S']	0.0	0.0
6401	NP_001362839.1	XGW35430.1	2	['S', 'B']	40.0	3.0399999999999997e-38
6402	NP_001362839.1	XGW35429.1	2	['S', 'B']	40.0	3.0399999999999997e-38
6403	NP_001362839.1	XGW27778.1	1	['F']	35.945	2.6e-29
6404	NP_001362839.1	XGW27777.1	1	['F']	35.945	2.6e-29
6405	NP_001337955.1	XGW04880.1	2	['O', 'S']	70.863	1.82e-150
6406	NP_001337955.1	XGW04879.1	2	['O', 'S']	70.863	1.82e-150
6407	NP_055679.1	XGW32628.1	2	['S', 'B']	44.749	1.4e-51
6408	NP_055679.1	XGW32629.1	2	['S', 'B']	44.545	1.22e-51
6409	NP_001317955.1	XGW32784.1	3	['O', 'S', 'B']	65.787	0.0
6410	NP_001317955.1	XGW32785.1	3	['O', 'S', 'B']	65.787	0.0
6411	NP_060739.2	XGW12827.1	3	['O', 'S', 'B']	42.623	1.4099999999999999e-40
6412	NP_060739.2	XGW09476.1	1	['S']	37.419	4.570000000000001e-31
6413	NP_060739.2	XGW11922.1	1	['S']	39.474	7.25e-32
6414	NP_060739.2	XGW11921.1	1	['S']	39.474	7.25e-32
6415	NP_060739.2	XGW09475.1	1	['S']	37.419	4.87e-31
6416	NP_060739.2	XGW12828.1	2	['S', 'B']	42.623	1.52e-40
6417	NP_003716.2	XGW06868.1	2	['O', 'S']	39.432	1.3e-64
6418	NP_003716.2	XGW06867.1	2	['O', 'S']	39.432	1.3e-64
6419	NP_003716.2	XGW04970.1	3	['O', 'S', 'B']	39.423	1.19e-68
6420	NP_003716.2	XGW22228.1	1	['B']	35.976	8.52e-34
6421	NP_003716.2	XGW04971.1	3	['O', 'S', 'B']	39.423	1.19e-68
6422	NP_690863.1	XGW01521.1	1	['S']	0.0	0.0
6423	NP_690863.1	XGW04348.1	1	['S']	0.0	0.0
6424	NP_690863.1	XGW01520.1	1	['S']	0.0	0.0
6425	NP_690863.1	XGW01522.1	1	['S']	0.0	0.0
6426	NP_001230050.1	XGW12673.1	2	['S', 'B']	55.009	0.0
6427	NP_001230050.1	XGW12674.1	2	['S', 'B']	54.919	0.0
6428	NP_001230050.1	XGW12672.1	2	['S', 'B']	55.133	0.0
6429	NP_001230050.1	XGW12671.1	2	['S', 'B']	55.133	0.0
6430	NP_001230050.1	XGW12675.1	2	['S', 'B']	54.919	0.0
6431	NP_001230050.1	XGW12676.1	2	['S', 'B']	54.919	0.0
6432	NP_001338905.1	XGW03756.1	3	['O', 'S', 'B']	39.597	7.08e-118
6433	NP_001338905.1	XGW03757.1	3	['O', 'S', 'B']	39.966	1.02e-119
6434	NP_112486.1	XGW30327.1	2	['F', 'B']	65.185	1.0199999999999998e-54
6435	NP_112486.1	XGW30326.1	4	['O', 'S', 'F', 'B']	56.349	1.51e-145
6436	NP_001309946.1	XGW23182.1	1	['B']	57.778	5.1400000000000003e-107
6437	NP_001309946.1	XGW26482.1	1	['B']	58.367	3.62e-101
6438	NP_001309946.1	XGW23181.1	1	['B']	57.778	5.96e-107
6439	NP_001309946.1	XGW23183.1	1	['B']	57.778	8.93e-107
6440	NP_001309946.1	XGW26481.1	1	['B']	58.367	9.4e-101
6441	NP_001356359.1	XGW12402.1	2	['S', 'B']	55.155	8.08e-67
6442	NP_003733.2	XGW11458.1	1	['O']	34.843	7.16e-93
6443	NP_003733.2	XGW25422.1	3	['O', 'S', 'B']	38.986	7.79e-106
6444	NP_003733.2	XGW12863.1	1	['O']	37.259	2.5e-89
6445	NP_003733.2	XGW25425.1	3	['O', 'S', 'B']	39.096	1.81e-105
6446	NP_003733.2	XGW25426.1	3	['O', 'S', 'B']	39.096	1.81e-105
6447	NP_003733.2	XGW25424.1	3	['O', 'S', 'B']	39.096	1.29e-105
6448	NP_003733.2	XGW25423.1	3	['O', 'S', 'B']	34.436	3.08e-107
6449	NP_003733.2	XGW24443.1	1	['O']	40.12	3e-100
6450	NP_003733.2	XGW25421.1	3	['O', 'S', 'B']	39.766	1e-107
6451	NP_003733.2	XGW24441.1	1	['O']	40.12	1.84e-100
6452	NP_003733.2	XGW31829.1	3	['O', 'S', 'B']	38.462	5.76e-102
6453	NP_003733.2	XGW11457.1	1	['O']	34.843	7.16e-93
6454	NP_003733.2	XGW12862.1	1	['O']	37.259	3.0499999999999998e-89
6455	NP_003733.2	XGW25420.1	3	['O', 'S', 'B']	38.986	4.53e-106
6456	NP_003733.2	XGW24442.1	1	['O']	40.12	1.3e-100
6457	NP_001374042.1	XGW18670.1	2	['S', 'B']	43.874	3.1899999999999997e-128
6458	NP_001374042.1	XGW18671.1	2	['S', 'B']	43.874	3.1899999999999997e-128
6459	NP_001361410.1	XGW24590.1	3	['O', 'S', 'B']	28.764	2.05e-39
6460	NP_001361410.1	XGW24591.1	3	['O', 'S', 'B']	28.764	2.05e-39
6461	NP_001317518.1	XGW30420.1	1	['S']	24.42	1.17e-35
6462	NP_001317518.1	XGW11014.1	1	['S']	25.719	8.46e-59
6463	NP_001317518.1	XGW11012.1	1	['S']	25.719	9.88e-59
6464	NP_001317518.1	XGW11011.1	1	['S']	25.719	8.46e-59
6465	NP_001317518.1	XGW11013.1	1	['S']	25.559	1.1200000000000001e-58
6466	NP_001317518.1	XGW01053.1	1	['O']	28.205	2.43e-49
6467	NP_001317518.1	XGW30421.1	1	['S']	24.499	3.1e-34
6468	NP_001317518.1	XGW30422.1	1	['S']	24.58	2.66e-35
6469	NP_001317518.1	XGW05768.1	1	['S']	26.961	6.390000000000001e-36
6470	NP_789785.1	XGW19443.1	3	['O', 'S', 'B']	34.921	2.2299999999999998e-23
6471	NP_789785.1	XGW19442.1	3	['O', 'S', 'B']	37.662	1.3600000000000001e-31
6472	NP_001369191.1	XGW01737.1	2	['O', 'S']	36.951	5.46e-70
6473	NP_001369191.1	XGW01731.1	2	['O', 'S']	36.951	5.46e-70
6474	NP_001369191.1	XGW01734.1	2	['O', 'S']	36.951	5.46e-70
6475	NP_001369191.1	XGW01733.1	2	['O', 'S']	36.951	5.46e-70
6476	NP_001369191.1	XGW01738.1	2	['O', 'S']	36.951	5.46e-70
6477	NP_001369191.1	XGW01730.1	2	['O', 'S']	36.951	5.46e-70
6478	NP_001369191.1	XGW01728.1	2	['O', 'S']	36.951	5.46e-70
6479	NP_001369191.1	XGW01736.1	2	['O', 'S']	36.951	5.46e-70
6480	NP_001369191.1	XGW01729.1	2	['O', 'S']	36.951	5.46e-70
6481	NP_001369191.1	XGW01735.1	2	['O', 'S']	36.951	5.46e-70
6482	NP_001369191.1	XGW01732.1	2	['O', 'S']	36.951	5.46e-70
6483	NP_001308454.1	XGW03868.1	1	['S']	25.624	1.49e-22
6484	NP_001308454.1	XGW03869.1	1	['S']	25.624	1.49e-22
6485	NP_001353905.1	XGW31466.1	1	['S']	32.218	2.77e-19
6486	NP_001353905.1	XGW03209.1	1	['S']	30.244	1.18e-18
6487	NP_001353905.1	XGW13642.1	1	['B']	28.079	3.85e-13
6488	NP_001353905.1	XGW04479.1	1	['B']	28.07	1.38e-20
6489	NP_001353905.1	XGW28425.1	1	['S']	40.597	7.33e-73
6490	NP_001353905.1	XGW11459.1	1	['B']	25.753	1.76e-18
6491	NP_001353905.1	XGW04478.1	1	['B']	28.07	1.38e-20
6492	NP_001353905.1	XGW26795.1	1	['S']	0.0	0.0
6493	NP_001353905.1	XGW31135.1	1	['S']	39.427	4.68e-61
6494	NP_001353905.1	XGW28426.1	1	['S']	40.597	1.44e-72
6495	NP_001353905.1	XGW13640.1	1	['B']	28.079	1.21e-17
6496	NP_001353905.1	XGW31091.1	1	['B']	26.923	2.58e-19
6497	NP_001353905.1	XGW19438.1	1	['S']	27.852	5.37e-19
6498	NP_001353905.1	XGW29153.1	1	['B']	25.938	1.06e-17
6499	NP_001353905.1	XGW13641.1	1	['B']	28.079	3.85e-13
6500	NP_001353905.1	XGW21870.1	1	['S']	29.72	7.69e-18
6501	NP_001353905.1	XGW13639.1	1	['B']	27.419	1.03e-17
6502	NP_001353905.1	XGW29154.1	1	['B']	25.938	1.06e-17
6503	NP_001353905.1	XGW13637.1	1	['B']	27.419	1.03e-17
6504	NP_001353905.1	XGW11460.1	1	['B']	25.753	1.76e-18
6505	NP_001353905.1	XGW21729.1	1	['B']	0.0	0.0
6506	NP_001353905.1	XGW25684.1	3	['O', 'S', 'F']	62.3	4.03e-148
6507	NP_001353905.1	XGW28774.1	2	['S', 'B']	29.843	2.37e-16
6508	NP_001353905.1	XGW21728.1	1	['B']	25.402	1.68e-16
6509	NP_001353905.1	XGW28775.1	2	['S', 'B']	28.125	2.89e-13
6510	NP_001353905.1	XGW31476.1	1	['B']	28.094	2.5200000000000004e-21
6511	NP_001353905.1	XGW21730.1	1	['B']	25.566	9.71e-17
6512	NP_001353905.1	XGW30540.1	1	['B']	27.609	5.8e-20
6513	NP_001353905.1	XGW21869.1	1	['S']	29.72	7.69e-18
6514	NP_001353905.1	XGW31467.1	1	['S']	32.218	2.77e-19
6515	NP_001353905.1	XGW19437.1	1	['S']	28.395	8.47e-15
6516	NP_001353905.1	XGW31477.1	1	['B']	28.094	2.6e-21
6517	NP_001353905.1	XGW13638.1	1	['B']	27.419	1.03e-17
6518	NP_001353905.1	XGW28776.1	2	['S', 'B']	29.843	2.14e-16
6519	NP_001353905.1	XGW31092.1	1	['B']	26.923	2.58e-19
6520	NP_001353905.1	XGW30340.1	1	['S']	0.0	0.0
6521	NP_001353905.1	XGW25685.1	3	['O', 'S', 'F']	62.3	1.67e-147
6522	NP_001353905.1	XGW33177.1	1	['S']	0.0	0.0
6523	NP_001353905.1	XGW31474.1	1	['B']	29.365	1.54e-19
6524	NP_006867.1	XGW31579.1	3	['O', 'F', 'B']	22.043	5.26e-15
6525	NP_006867.1	XGW15678.1	1	['B']	0.0	0.0
6526	NP_006867.1	XGW31577.1	3	['O', 'F', 'B']	22.043	5.26e-15
6527	NP_006867.1	XGW15677.1	1	['B']	0.0	0.0
6528	NP_006867.1	XGW31578.1	2	['F', 'B']	23.853	9.42e-11
6529	NP_001309013.1	XGW20434.1	3	['O', 'S', 'B']	79.167	0.0
6530	NP_001309013.1	XGW20435.1	3	['O', 'S', 'B']	79.167	0.0
6531	NP_001302466.1	XGW13024.1	3	['O', 'S', 'B']	63.363	1.57e-143
6532	NP_001302466.1	XGW13022.1	3	['O', 'S', 'B']	59.333	7.15e-130
6533	NP_001302466.1	XGW13028.1	3	['O', 'S', 'B']	62.5	1.95e-143
6534	NP_001302466.1	XGW13026.1	3	['O', 'S', 'B']	62.5	2.72e-143
6535	NP_001302466.1	XGW13027.1	3	['O', 'S', 'B']	63.363	9.050000000000001e-144
6536	NP_001302466.1	XGW13023.1	3	['O', 'S', 'B']	59.333	1.5700000000000001e-130
6537	NP_001302466.1	XGW13025.1	3	['O', 'S', 'B']	63.363	1.19e-143
6538	NP_001302466.1	XGW13029.1	3	['O', 'S', 'B']	62.5	1.16e-143
6539	NP_001400015.1	XGW10353.1	1	['F']	50.0	3.96e-47
6540	NP_001400015.1	XGW32777.1	3	['O', 'S', 'B']	54.082	1.97e-142
6541	NP_001400015.1	XGW32776.1	3	['O', 'S', 'B']	52.605	4.87e-139
6542	NP_001305754.1	XGW02010.1	2	['S', 'B']	41.011	9.249999999999999e-128
6543	NP_001305754.1	XGW02006.1	2	['S', 'B']	42.586	2.31e-137
6544	NP_001305754.1	XGW02008.1	2	['S', 'B']	42.586	3.9999999999999997e-138
6545	NP_001305754.1	XGW02007.1	2	['S', 'B']	42.586	3.9999999999999997e-138
6546	NP_001305754.1	XGW02009.1	2	['S', 'B']	41.011	9.249999999999999e-128
6547	NP_005126.1	XGW30130.1	3	['O', 'S', 'B']	45.53	0.0
6548	NP_005126.1	XGW30132.1	3	['O', 'S', 'B']	46.307	0.0
6549	NP_005126.1	XGW30134.1	3	['O', 'S', 'B']	46.168	0.0
6550	NP_005126.1	XGW28791.1	1	['O']	43.992	0.0
6551	NP_005126.1	XGW13285.1	1	['O']	40.918	0.0
6552	NP_005126.1	XGW13287.1	1	['O']	39.007	0.0
6553	NP_005126.1	XGW13288.1	1	['O']	39.184	0.0
6554	NP_005126.1	XGW13286.1	1	['O']	39.184	0.0
6555	NP_005126.1	XGW28788.1	1	['O']	43.803	0.0
6556	NP_005126.1	XGW30133.1	3	['O', 'S', 'B']	46.307	0.0
6557	NP_005126.1	XGW28789.1	1	['O']	43.992	0.0
6558	NP_005126.1	XGW13284.1	1	['O']	41.109	0.0
6559	NP_005126.1	XGW28787.1	1	['O']	42.934	0.0
6560	NP_005126.1	XGW30131.1	3	['O', 'S', 'B']	46.168	0.0
6561	NP_005126.1	XGW28790.1	1	['O']	43.992	0.0
6562	NP_001365216.1	XGW35783.1	1	['S']	38.342	3.6299999999999996e-38
6563	NP_001365216.1	XGW35784.1	1	['S']	37.895	7.36e-39
6564	NP_001356356.1	XGW12402.1	4	['O', 'S', 'F', 'B']	45.016	1.5200000000000002e-79
6565	NP_899237.1	XGW35783.1	1	['S']	35.458	1.3100000000000001e-43
6566	NP_899237.1	XGW35784.1	1	['S']	35.081	2.96e-44
6567	NP_001002248.1	XGW25291.1	3	['S', 'F', 'B']	55.814	1.64e-29
6568	NP_001002248.1	XGW05404.1	1	['O']	35.165	3.63e-16
6569	NP_001002248.1	XGW11491.1	1	['O']	35.366	9.73e-13
6570	NP_001002248.1	XGW11490.1	1	['O']	35.366	1.13e-12
6571	NP_001243398.1	XGW30783.1	1	['B']	56.429	1.39e-105
6572	NP_001243398.1	XGW30782.1	1	['B']	0.0	0.0
6573	NP_001243398.1	XGW30784.1	1	['B']	56.429	9.01e-107
6574	NP_001369519.1	XGW19217.1	3	['O', 'S', 'B']	38.213	1.9899999999999998e-170
6575	NP_001369519.1	XGW19216.1	3	['O', 'S', 'B']	38.137	2.1e-171
6576	NP_001310272.1	XGW04729.1	1	['O']	0.0	0.0
6577	NP_001310272.1	XGW04728.1	1	['O']	0.0	0.0
6578	NP_001310272.1	XGW04727.1	1	['O']	0.0	0.0
6579	NP_000656.1	XGW17886.1	1	['S']	38.919	8.66e-20
6580	NP_000656.1	XGW12710.1	1	['O']	40.0	2.08e-115
6581	NP_000656.1	XGW23600.1	2	['O', 'S']	38.447	1.75e-106
6582	NP_000656.1	XGW17887.1	1	['S']	30.859	1.65e-49
6583	NP_000656.1	XGW23601.1	2	['O', 'S']	38.447	1.75e-106
6584	NP_000656.1	XGW02364.1	1	['S']	28.388	1.21e-51
6585	NP_000656.1	XGW12709.1	1	['O']	40.0	2.08e-115
6586	NP_000656.1	XGW02363.1	1	['S']	28.388	1.21e-51
6587	NP_001365464.1	XGW07338.1	1	['S']	44.457	0.0
6588	NP_001365464.1	XGW28805.1	1	['B']	44.972	0.0
6589	NP_001365464.1	XGW26475.1	1	['B']	42.424	0.0
6590	NP_001365464.1	XGW07339.1	1	['S']	44.457	0.0
6591	NP_001365464.1	XGW15377.1	3	['O', 'S', 'B']	52.429	0.0
6592	NP_001365464.1	XGW07345.1	1	['S']	44.457	0.0
6593	NP_001365464.1	XGW26474.1	1	['B']	42.457	0.0
6594	NP_001365464.1	XGW15379.1	3	['O', 'S', 'B']	55.138	0.0
6595	NP_001365464.1	XGW15376.1	3	['O', 'S', 'B']	55.355	0.0
6596	NP_001365464.1	XGW15378.1	3	['O', 'S', 'B']	51.827	0.0
6597	NP_001365464.1	XGW28804.1	2	['S', 'B']	44.972	0.0
6598	NP_001365464.1	XGW28806.1	2	['S', 'B']	44.972	0.0
6599	NP_001137252.1	XGW16511.1	2	['O', 'S']	41.096	7.479999999999999e-81
6600	NP_001091110.3	XGW05856.1	1	['O']	28.042	2.0099999999999997e-30
6601	NP_001091110.3	XGW12345.1	2	['O', 'B']	27.966	8.4e-25
6602	NP_001091110.3	XGW35802.1	2	['S', 'B']	41.228	1.05e-44
6603	NP_001091110.3	XGW35801.1	2	['S', 'B']	41.228	1.05e-44
6604	NP_001091110.3	XGW05855.1	1	['O']	28.042	2.0099999999999997e-30
6605	NP_001091110.3	XGW29624.1	2	['O', 'B']	30.0	3.26e-25
6606	NP_001091110.3	XGW11548.1	1	['S']	28.972	2.63e-22
6607	NP_001091110.3	XGW29638.1	1	['B']	33.19	4.56e-25
6608	NP_001091110.3	XGW29623.1	1	['B']	28.726	2.8999999999999996e-23
6609	NP_001091110.3	XGW29622.1	1	['B']	29.781	9.85e-25
6610	NP_001091110.3	XGW29637.1	1	['B']	33.19	1.95e-25
6611	NP_001373799.1	XGW32621.1	3	['S', 'F', 'B']	30.305	1.05e-176
6612	NP_001356621.1	XGW09561.1	1	['S']	54.582	1.04e-104
6613	NP_001356621.1	XGW09560.1	1	['S']	54.582	2.7899999999999998e-104
6614	NP_001005415.1	XGW09736.1	1	['S']	29.412	6.82e-20
6615	NP_001005415.1	XGW09737.1	1	['S']	29.412	6.82e-20
6616	NP_000690.1	XGW05469.1	2	['O', 'S']	45.059	4.7e-132
6617	NP_000690.1	XGW05470.1	2	['O', 'S']	45.059	4.7e-132
6618	NP_000690.1	XGW05471.1	2	['O', 'S']	45.059	4.7e-132
6619	NP_000690.1	XGW05468.1	2	['O', 'S']	45.059	4.7e-132
6620	NP_000690.1	XGW05466.1	2	['O', 'S']	45.059	5.85e-132
6621	NP_000690.1	XGW05467.1	2	['O', 'S']	45.059	4.7e-132
6622	NP_001304064.1	XGW06572.1	2	['O', 'S']	53.682	6.14e-154
6623	NP_001304064.1	XGW06573.1	2	['O', 'S']	53.682	7.2e-154
6624	NP_001304064.1	XGW06571.1	2	['O', 'S']	53.682	8.89e-154
6625	NP_001304064.1	XGW23182.1	3	['O', 'S', 'B']	53.63	3.47e-158
6626	NP_001304064.1	XGW26482.1	3	['O', 'S', 'B']	51.069	5.61e-148
6627	NP_001304064.1	XGW23181.1	3	['O', 'S', 'B']	53.63	3.97e-158
6628	NP_001304064.1	XGW23183.1	3	['O', 'S', 'B']	53.63	5.33e-158
6629	NP_001304064.1	XGW26481.1	3	['O', 'S', 'B']	51.069	1.82e-147
6630	NP_001387228.1	XGW10474.1	1	['S']	36.134	3.0100000000000004e-32
6631	NP_001387228.1	XGW10476.1	1	['S']	36.134	3.86e-32
6632	NP_001387228.1	XGW10475.1	1	['S']	36.134	3.59e-32
6633	NP_001387228.1	XGW10477.1	1	['S']	36.134	3.77e-32
6634	NP_002159.2	XGW35772.1	3	['O', 'S', 'B']	68.664	0.0
6635	NP_002159.2	XGW35773.1	3	['O', 'S', 'B']	66.37	0.0
6636	NP_002159.2	XGW35774.1	3	['O', 'S', 'B']	68.664	0.0
6637	NP_005704.1	XGW24880.1	3	['O', 'S', 'B']	37.255	9.1e-27
6638	NP_005704.1	XGW24879.1	3	['O', 'S', 'B']	37.255	5.36e-27
6639	NP_001032418.1	XGW12673.1	3	['O', 'S', 'B']	57.996	0.0
6640	NP_001032418.1	XGW12674.1	3	['O', 'S', 'B']	57.559	0.0
6641	NP_001032418.1	XGW12672.1	3	['O', 'S', 'B']	58.027	0.0
6642	NP_001032418.1	XGW12671.1	3	['O', 'S', 'B']	58.027	0.0
6643	NP_001032418.1	XGW12675.1	3	['O', 'S', 'B']	57.559	0.0
6644	NP_001032418.1	XGW12676.1	3	['O', 'S', 'B']	56.545	0.0
6645	NP_001392407.1	XGW18602.1	1	['O']	44.113	0.0
6646	NP_001392407.1	XGW29463.1	3	['O', 'S', 'B']	48.052	0.0
6647	NP_001392407.1	XGW18603.1	1	['O']	44.113	0.0
6648	NP_001116146.1	XGW09470.1	1	['F']	50.0	4.09e-56
6649	NP_001116146.1	XGW09471.1	1	['F']	50.0	4.09e-56
6650	NP_001091102.1	XGW17080.1	2	['S', 'B']	24.933	1.37e-20
6651	NP_001091102.1	XGW10052.1	1	['S']	23.747	7.83e-24
6652	NP_001091102.1	XGW33061.1	2	['O', 'S']	26.822	2.19e-33
6653	NP_001091102.1	XGW06999.1	2	['O', 'S']	23.056	3.0500000000000004e-21
6654	NP_001091102.1	XGW33062.1	2	['O', 'S']	26.822	2.74e-33
6655	NP_001091102.1	XGW06998.1	2	['O', 'S']	23.056	2.33e-21
6656	NP_001091102.1	XGW12993.1	2	['S', 'B']	26.781	2.19e-26
6657	NP_001091102.1	XGW07000.1	1	['S']	25.472	5.82e-22
6658	NP_001091102.1	XGW24449.1	2	['O', 'S']	25.714	3.42e-30
6659	NP_001091102.1	XGW12992.1	2	['S', 'B']	26.781	2.3600000000000002e-26
6660	NP_001091102.1	XGW07001.1	1	['S']	24.843	7.52e-22
6661	NP_001091102.1	XGW24447.1	2	['O', 'S']	25.714	3.79e-30
6662	NP_001091102.1	XGW17079.1	2	['S', 'B']	24.933	1.37e-20
6663	NP_001091102.1	XGW10051.1	1	['S']	23.747	8.159999999999999e-24
6664	NP_001091102.1	XGW19166.1	1	['B']	38.028	8.5e-24
6665	NP_001091102.1	XGW24448.1	2	['O', 'S']	25.714	4.46e-30
6666	NP_001091102.1	XGW02930.1	2	['S', 'B']	24.227	5.6800000000000006e-27
6667	NP_001091102.1	XGW12995.1	1	['B']	0.0	0.0
6668	NP_001091102.1	XGW12994.1	2	['S', 'B']	24.257	3.21e-22
6669	NP_001091102.1	XGW02929.1	3	['O', 'S', 'B']	25.385	2.4700000000000002e-31
6670	NP_001380889.1	XGW14546.1	1	['S']	46.774	2.54e-27
6671	NP_001380889.1	XGW14545.1	1	['S']	46.774	2.54e-27
6672	NP_005304.3	XGW33668.1	1	['B']	0.0	0.0
6673	NP_005304.3	XGW28078.1	1	['B']	0.0	0.0
6674	NP_005304.3	XGW28077.1	1	['B']	0.0	0.0
6675	NP_005304.3	XGW21347.1	3	['O', 'S', 'F']	47.034	2.7599999999999998e-139
6676	NP_005304.3	XGW33667.1	1	['B']	0.0	0.0
6677	NP_005304.3	XGW33666.1	1	['B']	0.0	0.0
6678	NP_004535.1	XGW15495.1	2	['S', 'B']	32.184	5.2e-36
6679	NP_004535.1	XGW15496.1	2	['S', 'B']	32.184	1.27e-34
6680	NP_004535.1	XGW15497.1	1	['B']	0.0	0.0
6681	NP_001358961.1	XGW01746.1	2	['O', 'S']	51.754	1.0200000000000002e-179
6682	NP_001358961.1	XGW03935.1	3	['O', 'S', 'B']	53.535	2.7200000000000003e-31
6683	NP_001358961.1	XGW03934.1	3	['O', 'S', 'B']	53.535	2.7200000000000003e-31
6684	NP_001358961.1	XGW03931.1	2	['S', 'B']	47.639	9.89e-65
6685	NP_001358961.1	XGW01747.1	2	['O', 'S']	51.754	1.0200000000000002e-179
6686	NP_001358961.1	XGW03933.1	3	['O', 'S', 'B']	53.535	2.7200000000000003e-31
6687	NP_001358961.1	XGW03932.1	2	['S', 'B']	47.639	9.89e-65
6688	NP_001358961.1	XGW03937.1	3	['O', 'S', 'B']	53.535	2.7200000000000003e-31
