Protein_ID	Geneid	gene_ID	Chr	Start	End	Strand	Length	egg_TPM	L1_TPM	L2_TPM_mean	L3_TPM_mean	L4f_TPM	L4m_TPM	Af_TPM_mean	Am_TPM_mean
XGW24653.1	Hcon5G00000009197.1	V3C99_006240	Hc_chr1	43719467	43722142	+	897	414.26033606321585	24.38551698595123	13.44968157367194	30.21373562939713	156.4128534117565	12.313760517119666	159.02034377671404	0.0
XGW24704.1	Hcon5G00000009235.1	V3C99_006278	Hc_chr1	44177084	44185503	-	1641	327.86761131987214	67.95976697912195	64.05599877391498	142.31294860352784	141.1681386165051	53.90856708757097	1709.4122813973518	502.1739240285429
XGW24743.1	Hcon5G00000009265.1	V3C99_006308	Hc_chr1	44472501	44477665	-	690	25.77486354911089	9.859813364004692	16.27364060750944	10.746741442064865	33.17848405703927	18.33630884276547	1.087742928042986	3.2509908446324385
XGW24772.1	Hcon5G00000009283.1	V3C99_006326	Hc_chr1	44816030	44834256	+	738	441.8049104285268	392.1957149725505	118.86490672173716	178.21763196444678	400.0171701526585	117.69288438082944	133.5448641234361	81.34315433395238
XGW24787.1	Hcon5G00000009296.1	V3C99_006339	Hc_chr1	45026847	45035063	+	2454	585.8528263838003	156.7588568647219	118.98717942929645	257.8860467060827	257.56686243697834	109.70153803037286	272.67278264800524	270.70407594104506
XGW24881.1	Hcon5G00000009341.1	V3C99_006384	Hc_chr1	45827341	45828003	+	552	9.925925987978308	13.572844346019115	32.266732903048805	0.0	18.56415179381959	13.097363459118192	0.0	0.0
XGW24913.1	Hcon5G00000009353.2	V3C99_006396	Hc_chr1	45940285	45965469	+	3131	17.958561277745446	96.70668413298594	235.5065658099149	52.87061227158823	59.677975931769936	35.27768503307678	5.235390698274323	0.0
XGW25192.1	Hcon5G00000002159.1	V3C99_006534	Hc_chr4	4078	15235	+	1064	0.0	0.0	6.170211495647308	0.0	0.0	0.4718661647238696	7.179662974591529	0.0
XGW25234.1	Hcon5G00000002189.1	V3C99_006563	Hc_chr4	405392	408325	+	1080	549.3249713893351	109.79963046814083	88.54361933693426	154.71016854128095	291.6151759441915	45.18590393395776	51.85360959090308	23.054929378961884
XGW25273.1	Hcon5G00000002207.1	V3C99_006581	Hc_chr4	830638	842376	+	1335	6.391791721122153	51.02534050102043	4.192463593533926	17.623074504987194	0.0	45.43035534933082	117.14378493208712	365.10634491564286
XGW25330.1	Hcon5G00000002246.1	V3C99_006620	Hc_chr4	1285804	1295300	-	1273	0.0	0.0	0.2168457804756953	0.0503320788995633	0.0	3.6284395233692184	3.4814345607181516	1.6179550329652936
XGW25464.1	Hcon5G00000002312.1	V3C99_006686	Hc_chr4	2122521	2126143	+	900	1547.324939849251	2831.921449529496	761.6333530516608	497.037347763549	1040.0032816850792	600.470456722372	416.12593691865663	387.3159662872171
XGW25694.1	Hcon5G00000002437.1	V3C99_006811	Hc_chr4	3482351	3486627	+	1859	19.665060857354643	7.411929616345509	2.832139044260622	0.6453969837167453	11.083291339118547	3.997079542302163	0.4877060612497765	0.2424547463693169
XGW26313.1	Hcon5G00000002782.1	V3C99_007156	Hc_chr4	7897035	7914479	+	2509	66.33687872746337	17.813833560113817	3.976310151562002	0.0	20.59510523201287	15.288087598221397	0.0	0.0
XGW26674.1	Hcon5G00000002977.1	V3C99_007351	Hc_chr4	10601875	10605341	-	804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.80471943770641
XGW26826.1	Hcon5G00000003048.1	V3C99_007422	Hc_chr4	11384861	11391161	-	2757	193.9127796143746	50.2897878636787	22.566711028041155	53.8493397128986	89.44213749684049	25.276280441838296	141.34237210950872	64.02578677700579
XGW26899.1	Hcon5G00000003086.1	V3C99_007460	Hc_chr4	11794675	11796709	-	1107	33.10494094671054	112.02257851045772	128.0508442518115	163.95214603229996	146.04270392328718	79.82253430067817	111.50590214996755	105.27381391374416
XGW26947.1	Hcon5G00000003111.1	V3C99_007485	Hc_chr4	12010781	12014925	+	2207	0.8139691362600411	1.2486431496861172	1.6912697950337638	0.5093227459254703	0.0	0.0	0.0	0.0
XGW26955.1	Hcon5G00000003117.1	V3C99_007491	Hc_chr4	12134826	12138972	+	2463	5.725527644031018	3.1467974627252517	7.980034393705219	16.12168643527484	0.0	0.0	0.0	0.0
XGW27008.1	Hcon5G00000003150.1	V3C99_007524	Hc_chr4	12698098	12706157	-	1804	0.0	18.28323049836874	1.3816192590221634	0.0259112623783094	9.789597053890423	2.560423233508323	0.0	0.0
XGW27015.1	Hcon5G00000003154.1	V3C99_007528	Hc_chr4	12722770	12727005	+	1548	182.19605409881652	19.860398275891107	30.81182711452032	106.54717804803607	112.95871482394725	13.038137655362489	120.08753901820826	44.39890150311934
XGW27032.1	Hcon5G00000003166.1	V3C99_007540	Hc_chr4	12982249	12989434	-	1584	26.197935804336197	128.6323656603393	85.89165079318917	34.97656263658635	13.213941702370615	18.70067573024346	9.248449773114796	53.25838674214847
XGW27072.1	Hcon5G00000003195.1	V3C99_007569	Hc_chr4	13445408	13448866	+	1650	0.0	0.0	0.0	37.53843512376992	0.0	0.0	0.0	0.0
XGW27138.1	Hcon5G00000003233.1	V3C99_007607	Hc_chr4	13982739	13987224	-	2988	0.5410933384716597	0.7493478206083581	1.4961530230552	0.4065485368518138	0.1094528303660216	0.0	0.1501357476876348	0.0
XGW27361.1	Hcon5G00000003358.1	V3C99_007732	Hc_chr4	15740182	15748452	+	1985	31.901336726115034	18.17792074525649	12.131395488157011	2.9023013211579203	21.803003808911516	4.198634230639232	17.521360022951054	4.7519875126357585
XGW27440.1	Hcon5G00000003402.1	V3C99_007776	Hc_chr4	16394745	16415865	+	4412	0.0	3.162060714244363	0.0	0.3698648674725925	0.0	0.0	0.0	0.0
XGW27450.1	Hcon5G00000003408.1	V3C99_007782	Hc_chr4	16541022	16646525	+	1446	0.0	88.44002454109463	10.529772683553306	17.86301854115046	15.530493722806956	5.624801319579804	0.0	0.0
XGW27451.1	Hcon5G00000003408.2	V3C99_007782	Hc_chr4	16541266	16545436	+	1026	0.0	348.3304410371781	85.52582022349178	44.28208408383364	29.75068745855372	4.893426893432722	0.0	0.0
XGW27549.1	Hcon5G00000003465.1	V3C99_007839	Hc_chr4	17640280	17646837	+	2478	0.0	62.20745336624162	0.0	10.708011912969052	56.09126282558955	42.14271373985837	0.0	0.0
XGW27621.1	Hcon5G00000003504.1	V3C99_007878	Hc_chr4	18093037	18105174	-	1969	84.02803062019113	111.13469005648167	50.71087154165219	53.74570829372012	42.18864627321121	14.432154859556512	4.4017595904056686	2.1355512093876157
XGW27749.1	Hcon5G00000003568.1	V3C99_007942	Hc_chr4	19228289	19232025	-	678	99.625020100434	0.0	166.1501266562899	306.55202660676395	0.0	0.0	0.0	0.0
XGW27770.1	Hcon5G00000003574.2	V3C99_007948	Hc_chr4	19422913	19431970	-	2051	0.0437940000908315	0.0	0.038734336927916	0.0327999867109928	0.0	0.0	0.1749736728838651	0.0
XGW27822.1	Hcon5G00000003608.1	V3C99_007982	Hc_chr4	20033479	20041181	+	3949	9.826002909212376	3.5327961183201144	8.598237958907102	6.24125751664639	5.521145558093572	1.2459465365431082	8.427585917164238	0.943462247749704
XGW27912.1	Hcon5G00000003659.2	V3C99_008033	Hc_chr4	20665150	20675049	+	1290	0.0	0.0	23.676251039708077	0.0	0.0	0.0	0.0	0.0
XGW27947.1	Hcon5G00000003678.1	V3C99_008052	Hc_chr4	21030599	21064586	+	2367	64.28289444511391	18.082098243881475	5.793237603080333	12.714861981961043	20.12655822664624	9.375284954611711	31.23215139959461	18.17069016524432
XGW28236.1	Hcon5G00000003841.1	V3C99_008215	Hc_chr4	24445301	24455801	+	1946	93.6525239999967	4.381098851881564	0.1321626551035528	0.0198042512416495	0.8403007634472579	0.1031995065295369	0.0	0.0
XGW28238.1	Hcon5G00000003841.3	V3C99_008215	Hc_chr4	24445303	24480905	+	1674	4.453514944720745	0.0514440604718723	0.1649012416640143	1.2656262501041222	0.7814696705703053	67.36196750011226	0.0	84.54539840487217
XGW28243.1	Hcon5G00000003843.3	V3C99_008217	Hc_chr4	24500899	24559205	+	1068	0.0	18.868409730149786	0.0	37.29355473567895	32.76575010608894	0.0	0.0	0.0
XGW28244.1	Hcon5G00000003843.4	V3C99_008217	Hc_chr4	24553428	24564933	+	2612	0.0	14.836451283867335	0.0	6.979345193485134	25.25041597318428	0.0	0.0	0.0
XGW28284.1	Hcon5G00000003871.1	V3C99_008245	Hc_chr4	25010583	25022114	-	1885	0.0	0.0	25.533212022344813	7.986333476197302	19.027024544116415	0.0	0.0	0.0
XGW28749.1	Hcon5G00000004125.1	V3C99_008499	Hc_chr4	29811024	29819321	-	1842	10.92291785978838	99.62871240876632	28.192922969299964	3.149494910678274	5.089734873958714	99.81347581502794	2.393858935215309	82.89148345195065
XGW28807.1	Hcon5G00000004158.1	V3C99_008532	Hc_chr4	30452138	30459797	+	915	0.0	0.0	0.2273643589671178	1.2962490610821331	0.0	0.0	0.2585197496343173	0.0332923392230167
XGW29052.1	Hcon5G00000004296.1	V3C99_008670	Hc_chr4	32597027	32598765	+	1179	2779.361960054651	4394.103457368269	3068.7488842962375	0.0	2275.4458046374193	1499.8091947544929	1703.7209078375856	0.0
XGW29256.1	Hcon5G00000004419.1	V3C99_008793	Hc_chr4	34392070	34403391	+	1344	189.93503458143744	28.19318242646007	22.93427788478628	84.3293403989235	96.11815295223268	8.741320701509686	85.65504847009304	55.81294074438298
XGW29257.1	Hcon5G00000004420.1	V3C99_008794	Hc_chr4	34403822	34406065	-	939	69.733620087124	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW29463.1	Hcon5G00000004536.1	V3C99_008910	Hc_chr4	36314430	36324347	-	2124	0.0	112.47153905639478	0.0	0.0	0.0	0.0	0.0	0.0
XGW29740.1	Hcon5G00000004701.1	V3C99_009075	Hc_chr4	38470097	38477843	-	2131	25.58500561758864	21.781912504422262	10.219409262063142	3.276221262443664	16.57478468814484	3.722494823278234	0.832376259268317	0.4387753193353935
XGW29895.1	Hcon5G00000004788.1	V3C99_009162	Hc_chr4	39577422	39585056	+	3866	4.460870895956735	5.524341591572367	0.963583580153642	0.4684230091137766	2.1712768925067083	1.29866942386497	0.4253940006402585	0.2454181139476424
XGW30050.1	Hcon5G00000004858.2	V3C99_009232	Hc_chr4	40656791	40669010	+	1263	90.8882577752064	38.86531561445067	1726.7458588680684	511.47035078558486	273.7027912828916	118.22193920963348	255.59342659315325	202.33102729478733
XGW30067.1	Hcon5G00000004868.1	V3C99_009242	Hc_chr4	40767759	40771757	+	1587	209.47028984466272	24.58170310343492	14.248186547358516	34.23670170026098	66.97520073625938	5.757778139032635	185.051033703736	26.95055885125841
XGW30084.1	Hcon5G00000004876.3	V3C99_009250	Hc_chr4	40837604	40840581	+	1593	3.101181531855777	1.0271373429807742	0.6124196175558589	0.6893395679023284	0.6843378471095892	0.1891019206275696	0.926876654574464	0.377525214135851
XGW30119.1	Hcon5G00000004894.5	V3C99_009268	Hc_chr4	41071446	41082143	-	1890	0.0	0.0911294785501739	0.0520107284408476	0.605638910696015	0.0	0.4781577135868546	0.192219835543438	0.881214073895115
XGW30325.1	Hcon5G00000004991.1	V3C99_009365	Hc_chr4	42261562	42268710	+	1614	98.28051966108916	6618.604447078518	1796.2257579582824	2186.893351542578	15515.660523421004	12955.656586566294	6904.419132930787	14405.142502075088
XGW30339.1	Hcon5G00000004999.1	V3C99_009373	Hc_chr4	42329802	42335278	-	1875	0.0	43.95429913014831	0.0	0.0	0.0	0.0	0.0	0.0
XGW30405.1	Hcon5G00000005035.1	V3C99_009409	Hc_chr4	42741104	42747945	-	4015	0.0	0.0	0.1375066891883238	0.0	0.0	0.0	0.0	0.0
XGW30407.1	Hcon5G00000005035.3	V3C99_009409	Hc_chr4	42741104	42748590	-	2267	0.0	0.0	0.070087450409489	0.0	0.0	0.0	0.0	0.0
XGW30527.1	Hcon5G00000005092.1	V3C99_009466	Hc_chr4	43525270	43528555	-	2427	3.997000977387688	0.0	25.82973726237367	0.0	7.1868162534524975	0.0413733497541159	0.3532834386966972	0.163169499405762
XGW30590.1	Hcon5G00000005130.1	V3C99_009504	Hc_chr4	44064616	44065949	-	988	3.5455852968274546	0.7844698533089366	0.7502748925424967	0.0573389520833	1.2137299691195682	1.1179598364227066	0.2576595222801237	0.0
XGW30826.1	Hcon5G00000005260.3	V3C99_009634	Hc_chr4	45589904	45593247	+	1395	0.0	0.0617328725662468	0.0	0.0	0.0	0.0	0.0	0.0
XGW30828.1	Hcon5G00000005262.2	V3C99_009636	Hc_chr4	45600632	45604907	+	951	6.517016928343209	2.626081345602016	3.7465058593197704	0.7530483324222544	0.0	0.2111737536345729	0.1093073080732406	0.0
XGW30829.1	Hcon5G00000005262.3	V3C99_009636	Hc_chr4	45600632	45605347	+	954	0.1883050192584812	0.9929674313721784	1.7163646955548364	1.0070408281252292	0.0	0.1052548426134585	0.406479053372375	0.0
XGW30974.1	Hcon5G00000005343.1	V3C99_009717	Hc_chr4	46487801	46493032	+	1677	7.6591971786763615	4.775738951927274	19.197371302750987	11.23971206054827	2.600238975421767	4.251241210244486	5.502496508917056	17.86986446532595
XGW31004.1	Hcon5G00000005358.1	V3C99_009732	Hc_chr4	46581722	46594388	+	2019	0.0444881100476946	0.4691881770822477	6.123776839834923	8.931333643092715	1.0798912238192924	0.8454794638459986	0.5124963845897677	1.8692446722985816
XGW31311.1	Hcon5G00000005530.1	V3C99_009904	Hc_chr4	48447353	48450267	-	807	26.601409058890496	825.638157234012	1134.8831168937124	277.09527276833234	0.0	368.92800540874225	1637.6230573114397	0.0
XGW31481.1	Hcon5G00000005625.1	V3C99_009999	Hc_chr4	49653320	49661089	+	837	2593.7700292506124	3319.2736697661503	2134.117323252378	3554.286734986645	1538.0625566274557	442.5615282420555	949.7273098041992	462.4890893487285
XGW31631.1	Hcon5G00000005704.1	V3C99_010078	Hc_chr4	50500951	50504547	-	1212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW31632.1	Hcon5G00000005704.2	V3C99_010078	Hc_chr4	50501088	50504547	-	1203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW31769.1	Hcon5G00000005784.1	V3C99_010158	Hc_chr4	51494214	51501168	+	1023	0.7902184239263537	1.2627178479459589	3.1090352693532717	4.810609604548451	0.4262561839474392	1.5704886780565313	0.256195047838444	0.4144567668745913
XGW31770.1	Hcon5G00000005784.2	V3C99_010158	Hc_chr4	51494880	51501168	+	1122	0.0800548076526698	0.0	0.0876116548602514	0.4501300920795633	0.0971613360468427	0.0894947592274861	0.0680662053510059	0.0
XGW31805.1	Hcon5G00000005808.1	V3C99_010182	Hc_chr4	51779977	51790526	-	3930	144.4457616431012	7.121664401964931	9.846399840553506	43.26484266062848	44.41044414512384	5.672191503160093	152.55274152909217	26.322034634461687
XGW31963.1	Hcon5G00000005898.1	V3C99_010272	Hc_chr4	52478717	52488070	+	2838	12.944676223465423	9.558480453637433	12.92174602690905	6.8311224165094995	7.528873760653026	3.3966383037036607	5.4940818281212245	3.631905552559328
XGW32119.1	Hcon5G00000005991.1	V3C99_010365	Hc_chr4	53667725	53677220	-	2090	0.0	0.0824089542869994	0.0	0.0	0.0	0.0	0.0253769035287556	0.0
XGW32124.1	Hcon5G00000005991.6	V3C99_010365	Hc_chr4	53667725	53692262	-	2281	3.5440308973110897	10.533425106157877	0.0	0.0	0.0	1.6728183053148182	0.5405596756289898	0.0
XGW32243.1	Hcon5G00000006063.1	V3C99_010437	Hc_chr4	54550088	54568061	+	3325	0.0	29.91445040618079	30.324053592210745	0.0	0.0	0.0	0.0	0.0
XGW07322.1	Hcon5G00000012642.1	V3C99_010484	Hc_chr2	981238	983663	+	861	155.4402164199539	118.1238082329023	94.4448319390622	200.6200191776087	203.08953605977976	63.909860255023496	122.20655480810926	76.27795875837641
XGW07502.1	Hcon5G00000012729.1	V3C99_010571	Hc_chr2	2546666	2553033	+	2353	88.8289914881044	107.60094783508217	382.72352971372993	31.102841588225324	297.62536436134206	187.46911836603527	17.714802036177357	66.75851444886426
XGW07703.1	Hcon5G00000012833.1	V3C99_010675	Hc_chr2	4289550	4296438	-	3090	144.23762270304155	9.559305349469462	9.442588285316216	28.99086048285316	42.68872914042546	3.7045617033233977	78.87704297167491	18.754850597477112
XGW07726.1	Hcon5G00000012844.1	V3C99_010686	Hc_chr2	4488672	4517332	+	5187	0.0	0.0	0.0	0.0079351442540066	0.0	0.0	0.0	0.0
XGW07727.1	Hcon5G00000012844.2	V3C99_010686	Hc_chr2	4488675	4517332	+	5184	0.0	0.0	0.0	0.0064067789012329	0.0	0.0	0.0	0.0
XGW07896.1	Hcon5G00000012921.1	V3C99_010763	Hc_chr2	5751152	5759813	+	2325	565.0061731073428	150.2701584007581	679.614761231951	326.15655523178856	278.562678771491	23.06262623726016	502.9405914520444	67.9479346995605
XGW08055.1	Hcon5G00000013011.1	V3C99_010853	Hc_chr2	6721162	6728708	+	2901	0.0	5.669912178874059	0.0	0.0	0.0	0.0	0.0	0.0
XGW08077.1	Hcon5G00000013020.2	V3C99_010862	Hc_chr2	6809192	6817961	+	3135	15.700854486153094	7.746441702977947	19.865075048687267	59.537223169910675	12.93575345600492	2.594405967499967	73.43580607421181	17.221139147211584
XGW08275.1	Hcon5G00000013122.1	V3C99_010964	Hc_chr2	8067737	8078498	+	1392	0.0	0.0	0.0	0.0	0.0	16.302704803758708	0.0	0.0
XGW08288.1	Hcon5G00000013129.1	V3C99_010971	Hc_chr2	8183415	8189356	+	1305	630.1270339276134	452.03363756698354	217.57195588420683	279.7520445447281	419.18572073991567	277.61726929539316	806.0417550886299	422.5319609355843
XGW08294.1	Hcon5G00000013135.1	V3C99_010977	Hc_chr2	8219160	8223491	+	618	136.04032129186504	12.680711177867654	21.90956304544105	43.49970072223746	18.87476866952696	8.286519599539181	27.36686677356943	7.970941999459974
XGW08372.1	Hcon5G00000013184.1	V3C99_011026	Hc_chr2	8580869	8585370	-	1773	150.56372291126357	60.37443600495408	28.797740921715043	101.32562716984518	79.99353625322583	18.40624024382562	163.40004752454408	76.83922956975469
XGW08574.1	Hcon5G00000013295.1	V3C99_011137	Hc_chr2	10207512	10210550	+	489	3248.635881756283	4998.328901634826	1789.6988704446069	1657.799110348996	2178.73983869624	639.2352599246103	299.7823458345288	166.54319488230158
XGW08670.1	Hcon5G00000013346.1	V3C99_011188	Hc_chr2	10906052	10922824	+	1764	25.459607195662	68.34710891263046	168.8281095695162	139.07341355786113	19.21976809685794	13.604725422292647	19.32610204870586	65.58977605527708
XGW08768.1	Hcon5G00000013400.1	V3C99_011242	Hc_chr2	11705121	11713372	+	1578	90.1060996811824	1960.616081015148	88.79443626599422	696.7549811513946	39.170795816390466	9.29044074687767	118.30771127130868	53.16773180117092
XGW09612.1	Hcon5G00000013852.1	V3C99_011694	Hc_chr2	18640096	18655361	-	2478	9.496865002747953	3.0929962846902264	11.74446889199811	2.9057066968173313	8.270711695067321	6.848190982726986	0.7881937481118385	0.4454331521601989
XGW09750.1	Hcon5G00000013924.1	V3C99_011766	Hc_chr2	19531540	19536337	+	1833	379.9650114132763	32.41733578212817	25.08886599293231	40.699084927980095	187.5201064088871	21.309712833011535	171.2772773123319	35.56313898211552
XGW09751.1	Hcon5G00000013925.1	V3C99_011767	Hc_chr2	19536922	19542391	+	1083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW09804.1	Hcon5G00000013948.3	V3C99_011790	Hc_chr2	19882185	19893640	+	1812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW09950.1	Hcon5G00000014041.1	V3C99_011883	Hc_chr2	20833241	20851414	+	6640	2.0967366865776818	9.999470244618072	3.2300792293299723	2.827705413965458	2.232837739466842	0.559530938941244	0.7063314375184078	0.0
XGW09984.1	Hcon5G00000014056.1	V3C99_011898	Hc_chr2	21286843	21292864	+	1874	16.008740159136984	56.20145565217999	131.61087024425822	19.215779977624013	113.145257226075	137.3312839828457	4.434919493967219	3.604932865105726
XGW10248.1	Hcon5G00000014204.1	V3C99_012046	Hc_chr2	24127851	24136715	-	927	452.2081050349959	1088.3115857049052	618.7693805510144	458.9343970911086	511.4415510515436	300.8060774891543	0.0	0.0
XGW10278.1	Hcon5G00000014221.1	V3C99_012063	Hc_chr2	24533956	24571620	-	1583	0.2269652411529893	0.1088027254957857	0.6881503983898706	0.1773720884180399	0.413196534597186	0.0634321666792415	0.0658896999823406	0.0
XGW10309.1	Hcon5G00000014238.1	V3C99_012080	Hc_chr2	24947962	24978825	-	2874	0.0	0.0	0.0	0.0132204723503572	0.0	0.0	0.0181460325455889	0.0
XGW10310.1	Hcon5G00000014238.2	V3C99_012080	Hc_chr2	24947962	24983670	-	3211	0.0	0.0	0.0153068011138589	0.0201010032522461	0.0	0.0	0.0412937779314072	0.0
XGW10620.1	Hcon5G00000014419.1	V3C99_012261	Hc_chr2	28151661	28154730	+	426	491.90973224560435	213.47401228823844	291.15400109211316	250.35359451322907	375.66677924274774	187.15496986730548	52.336529709165	45.767622950249894
XGW10839.1	Hcon5G00000014544.1	V3C99_012386	Hc_chr2	30124048	30127560	-	840	117.62338524395844	184.8447560542091	1507.0479576456742	741.5634071761561	639.1654390410073	394.1214954239649	240.43239382755735	368.372318716888
XGW10953.1	Hcon5G00000014605.1	V3C99_012447	Hc_chr2	31620925	31624067	-	744	0.0	1309.469976266158	0.0	703.6561567857389	2562.4390498000307	0.0	2466.076993132408	1777.563232346326
XGW11230.1	Hcon5G00000014760.1	V3C99_012602	Hc_chr2	34165974	34181165	-	6681	0.1075545507394648	0.0	1.6727499420179526	1.2005480421357022	0.0	0.0	0.0076206438560922	0.0
XGW11312.1	Hcon5G00000014805.1	V3C99_012647	Hc_chr2	34926013	34943299	-	3139	0.0	0.3840850593242439	0.0	1.449817918546723	0.0	7.965233145414664	0.0	3.356444325623816
XGW11331.1	Hcon5G00000014819.1	V3C99_012661	Hc_chr2	35103111	35145818	-	5256	3.24697182180292	1.196074405971033	0.8511993971597229	0.221229538570608	2.1570703920536505	0.7259700446010463	0.0694907959289285	0.0701591161838603
XGW11454.1	Hcon5G00000014879.1	V3C99_012721	Hc_chr2	36282835	36285369	+	558	0.3219408393774033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW11455.1	Hcon5G00000014879.2	V3C99_012721	Hc_chr2	36282891	36285369	+	573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XGW11492.1	Hcon5G00000014897.1	V3C99_012739	Hc_chr2	36605739	36606980	+	195	1277.7683326809424	251.72765959513436	234.98415547292788	159.69839341332184	1179.598411200085	711.1308641914036	11.939354953846186	13.707489376135166
XGW11551.1	Hcon5G00000014930.1	V3C99_012772	Hc_chr2	36894882	36899792	-	1692	0.0	0.0	72.97186926254162	0.0	29.830941972594655	66.05189266941815	33.842632920471125	0.0
XGW11553.1	Hcon5G00000014930.3	V3C99_012772	Hc_chr2	36905077	36910798	-	1692	0.0	0.0	97.3931194163302	0.0	114.04053410689536	94.06311759301688	22.006115274190737	0.0
XGW11557.1	Hcon5G00000014932.1	V3C99_012774	Hc_chr2	36933137	36935787	-	1207	45.394458536570234	46.661766054982614	333.66726879360243	249.92683818470232	268.6989906027827	453.31490478898246	275.3261281964967	638.8733590055268
XGW11611.1	Hcon5G00000014966.1	V3C99_012808	Hc_chr2	37312582	37318556	-	3462	42.67947947326867	4.751130915919598	10.411797429122297	29.886243283850927	8.596504967985043	1.8562795120182916	86.14321131481825	27.694276595899566
XGW11623.1	Hcon5G00000014973.1	V3C99_012815	Hc_chr2	37458755	37466186	+	1623	0.0	0.2122424084532702	13.601685303314149	0.0	0.0	0.0	0.0	0.0
XGW11830.1	Hcon5G00000015078.1	V3C99_012920	Hc_chr2	38639367	38645164	-	2342	0.8054019547020521	1.1031258398366488	6.864671650705286	2.6392365985081545	35.88837731996324	19.936849159588537	0.7942638927415081	1.0440251743490576
XGW11833.1	Hcon5G00000015080.1	V3C99_012922	Hc_chr2	38650516	38654811	-	1065	13.91600614153874	177.24811929387076	384.29745629576337	254.3157514854988	4.196822329414893	78.25623425182043	15.495355188558564	49.272109215424486
XGW12084.1	Hcon5G00000015221.1	V3C99_013063	Hc_chr2	40163963	40166357	-	935	310.676697538481	0.0	231.83527091026173	268.77815883052244	229.80599201799248	88.70720534628428	62.033055457658314	0.0
XGW12210.1	Hcon5G00000015297.2	V3C99_013139	Hc_chr2	40969569	40974960	-	1509	5.416670623560566	0.7418990351152334	0.3484525438114886	0.4909693153274616	41.8288244047706	0.998142344465601	56.748857220579374	1.9479586334241563
XGW12222.1	Hcon5G00000015307.1	V3C99_013149	Hc_chr2	41127223	41131459	-	831	35.23683165431088	32.12560859359021	162.5268308215792	331.0354824806062	920.0028021173072	725.2461436331447	171.31729784859462	153.01708857258362
XGW12359.1	Hcon5G00000015390.1	V3C99_013232	Hc_chr2	42018858	42028330	-	1970	0.0	0.0	5.141133047503471	0.0	0.0	0.0	0.0	0.0
XGW12425.1	Hcon5G00000015426.1	V3C99_013268	Hc_chr2	42403097	42408007	-	2795	0.7070028164932027	3.851402380586511	9.050767166102816	0.9332280027494362	50.27562058977986	2.910004546730732	2.609449451519436	0.7704936748000492
XGW12427.1	Hcon5G00000015427.1	V3C99_013269	Hc_chr2	42408014	42413938	-	1260	0.2138607004435608	0.2733884356505218	0.2431259247683451	0.0188568970093485	1.5573574149222509	2.7892533292566517	1.4579173292458665	0.162331632899952
XGW12584.1	Hcon5G00000015499.5	V3C99_013341	Hc_chr2	43234637	43242753	+	1755	0.0	0.0	0.0	0.0209865411638978	0.0	0.0	0.0	0.0
XGW12625.1	Hcon5G00000015517.1	V3C99_013359	Hc_chr2	43491744	43503169	+	5163	25.678195897534803	8.706810085999479	14.266317456817418	8.246046042456975	18.79205247911219	2.2171403570151655	13.455418546364342	5.705967507203543
XGW12642.1	Hcon5G00000015526.1	V3C99_013368	Hc_chr2	43604811	43613633	+	5550	0.0	0.0	0.0838246694209777	0.5771230564418853	0.0	0.0	0.0893484940561717	0.0
XGW12647.1	Hcon5G00000015528.1	V3C99_013370	Hc_chr2	43618767	43627353	+	2411	0.3352938397663457	0.4643407897092024	0.1066729684079277	0.3890931700110374	12.886470521650317	13.202388632715431	0.4673034228055129	0.99991914359473
XGW12649.1	Hcon5G00000015529.1	V3C99_013371	Hc_chr2	43629738	43635886	+	1518	100.1764095239778	216.9953171307131	304.65863796433473	188.6581936132885	75.26201578306743	25.46709561495204	79.26654235597216	81.96082089542604
XGW12713.1	Hcon5G00000015562.1	V3C99_013404	Hc_chr2	44187173	44197147	+	1755	5.118033856768975	23.40625606761775	12.293845941063458	15.176907905027033	100.0701969691067	123.29930101637098	422.48532877231906	933.1864111498184
XGW12902.1	Hcon5G00000015660.1	V3C99_013502	Hc_chr2	45470396	45473488	-	1152	450.2770216370283	13.904364969413262	168.34254384448818	32.59872093745151	66.99881378780103	9.762386652398282	14.255610067280848	0.0
XGW12914.1	Hcon5G00000015668.1	V3C99_013510	Hc_chr2	45522265	45523942	+	591	286.9424382804162	292.15787012855895	200.8557949374857	187.73379430984284	396.2170235325037	281.3606200963867	60.96396186142843	70.35812513793562
XGW13151.1	Hcon5G00000015791.1	V3C99_013633	Hc_chr2	46887271	46892451	+	1326	0.0	17.924879785412042	0.0	3.645919613620742	1.3976284492891995	0.0	0.0	0.0
XGW13161.1	Hcon5G00000015795.1	V3C99_013637	Hc_chr2	47034492	47041782	+	1857	132.8216602237843	187.35278578828976	700.25066532714	314.0081540051038	227.12929923715305	107.98330659500226	323.7726181401787	199.9534274237184
